ID,NOM,CARREC,TRACTAMENT,RESP,IDDEP,DEP,IDPARE,CODIDEP,NIF,ORDRE,DATA MODIFICACIO,DATACREACIO,CP,POB,CODI_INE_MUNICIPI,COM,ADRECA,LATITUD,LONGITUD,Georeferència
22529,Comissió Interdepartamental per a la Implementació i el Seguiment de l'Estratègia Logística per a la Internacionalització de l'Economia Catalana,president de la Comissió,Sr.,Marc Sanglas i Alcantarilla,3392,Departament de Territori,12660,PTO,,0,21/10/2022,21/10/2022,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,POINT (2.142649073 41.381187315)
4098,Junta Arbitral del Transport de Catalunya,,,,3392,Departament de Territori,12660,PTO,,8695,29/12/2021,19/06/1997,17002,Girona,17079,Gironès,Pompeu Fabra 1,41.981071059,2.822207293,POINT (2.822207293 41.981071059)
4098,Junta Arbitral del Transport de Catalunya,,,,3392,Departament de Territori,12660,PTO,,8695,29/12/2021,19/06/1997,43500,Tortosa,43155,Baix Ebre,Generalitat 116,40.803324017,0.520238001,POINT (0.520238001 40.803324017)
3520,Direcció General de Transports i Mobilitat,director general de Transports i Mobilitat,Sr.,Oriol Martori Gallissà,3392,Departament de Territori,12660,PTO,,10695,27/10/2022,19/06/1997,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,POINT (2.142649073 41.381187315)
3626,Direcció General d'Infraestructures de Mobilitat,director general d'Infraestructures de Mobilitat,Sr.,David Prat Soto,3392,Departament de Territori,12660,PTO,,9695,02/09/2022,19/06/1997,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,POINT (2.142649073 41.381187315)
19154,Responsable Tècnic de Coordinació Interna,,,,3392,Departament de Territori,12660,PTO,,4223000,07/11/2022,27/07/2018,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,POINT (2.142649073 41.381187315)
22025,Coordinador/a de Planificació d'Estratègies en els Territoris de Muntanya,Coordinador/a de Planificació d'Estratègies en els Territoris de Muntanya,Sr.,Ferran Miralles i Sabadell,3392,Departament de Territori,12660,PTO,,5531,29/12/2021,29/12/2021,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,POINT (2.142649073 41.381187315)
4098,Junta Arbitral del Transport de Catalunya,,,,3392,Departament de Territori,12660,PTO,,8695,29/12/2021,19/06/1997,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,POINT (2.142649073 41.381187315)
19151,Responsable de Cooperació Internacional,,Sr.,Saki Aciman Behar,3392,Departament de Territori,12660,PTO,,8640,29/12/2021,31/07/2013,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,POINT (2.142649073 41.381187315)
18910,Assessor Tècnic i Supervisor de les Vies en Règim de Concessió,,,,3392,Departament de Territori,12660,PTO,,3312,26/05/2023,25/01/2013,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,
3398,Oficina Tècnica de Col·laboració Publicoprivada de Mobilitat i Logística,cap de l'Oficina Tècnica de Col·laboració Publicoprivada de Mobilitat i Logística,Sr.,Jonatan Calafí Guasch,3392,Departament de Territori,12660,PTO,,11695,03/02/2023,19/06/1997,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,
11184,Servei d'Inspecció Tècnica d'Obres,cap del Servei d'Inspecció Tècnica d'Obres,Sr.,Jaume Santaeugènia González,3392,Departament de Territori,12660,PTO,,12695,01/12/2022,12/07/2000,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,
23032,Consell de Govern del Consorci Port de Mataró,,,,3392,Departament de Territori,12663,PTO,,0,29/02/2024,20/02/2024,08301,Mataró,08121,Maresme,Callao s/n (Port de Mataró),41.530423,2.448718,
22118,Responsable de Comptabilitat i Administració,responsable de Comptabilitat i Administració,Sra.,Sonia Velasco,3392,Departament de Territori,12663,PTO,,0,,,08301,Mataró,08121,Maresme,Callao s/n (Port de Mataró),41.530423,2.448718,POINT (2.448718 41.530423)
22969,Direcció General (IFERCAT),director general d'Infraestructures Ferroviàries de Catalunya,Sr.,Ricard Martínez i Monteagudo,3392,Departament de Territori,12696,PTO,,0,26/03/2024,18/10/2023,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,
23146,Direcció Tècnica (IFERCAT),Director Tècnic,Sr.,Oriol Miquel Oliver,3392,Departament de Territori,12696,PTO,,0,26/03/2024,26/03/2024,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,
22977,Consell d'Administració (IFERCAT),,,,3392,Departament de Territori,12696,PTO,,0,29/02/2024,18/10/2023,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,
14159,Responsable de Recursos i Assistència Jurídica,responsable de recursos i assistència jurídica,Sr.,Jordi Tiffon i Busquets,6,Departament de la Presidència,12720,PRE,,902500,11/04/2022,21/09/2004,08038,Barcelona,08019,Barcelonès,Foc 57 edifici A,41.355317521,2.13962974,
12721,Subdirecció General d'Assessorament Jurídic,Subdirector general d'Assessorament Jurídic,Sr.,Isidre Estivill Galdón,6,Departament de la Presidència,12720,PRE,,909875,07/12/2022,13/02/2002,08038,Barcelona,08019,Barcelonès,Foc 57 edifici A,41.355317521,2.13962974,
18219,Subdirecció General de Relacions Sindicals i Polítiques Socials,subdirector general de Relacions Sindicals i Polítiques Socials,Sr.,Joan Núñez i Abril,6,Departament de la Presidència,12720,PRE,,909500,11/04/2022,02/05/2011,08038,Barcelona,08019,Barcelonès,Foc 57 edifici A,41.355317521,2.13962974,
22053,Subdirecció General de Selecció,Subdirector general de Selecció,Sr.,Moisès Ruiz Domínguez,6,Departament de la Presidència,12720,PRE,,910500,11/04/2022,15/02/2022,08038,Barcelona,08019,Barcelonès,Foc 57 edifici A,41.355317521,2.13962974,
6669,Responsable de Suport Administratiu de la Unitat de Sistemes d'Informació,responsable de suport administratiu de la Unitat de Sistemes d'Informació,Sra.,Montserrat Esquirol i Marzo,6,Departament de la Presidència,12720,PRE,,941000,11/04/2022,19/06/1997,08038,Barcelona,08019,Barcelonès,Foc 57 edifici A,41.355317521,2.13962974,
22052,Subdirecció General d'Anàlisi i Planificació Estratègica,Subdirectora general d'Anàlisi i Planificació Estratègica,Sra.,Marta Carrera Alcázar,6,Departament de la Presidència,12720,PRE,,908000,24/07/2023,15/02/2022,08038,Barcelona,08019,Barcelonès,Foc 57 edifici A,41.355317521,2.13962974,
22377,Responsable de Dimensionament i Càrregues de Treball,Responsable de Dimensionament i Càrregues de Treball,Sr.,Jordi Mas Sabaté,6,Departament de la Presidència,12720,PRE,,2000,07/11/2023,11/04/2022,,,,,,,,
6674,Responsable de Suport Administratiu de Relacions Laborals i Sindicals,responsable de suport administratiu de relacions laborals i sindicals,Sra.,Magdalena Luelmo i Urones,6,Departament de la Presidència,12723,PRE,,200000,02/06/2021,19/06/1997,08038,Barcelona,08019,Barcelonès,Foc 57 edifici A,41.355317521,2.13962974,
598,Biblioteca de l'Escola d'Administració Pública,,,,6,Departament de la Presidència,12728,PRE,,3000,02/06/2021,19/06/1997,08010,Barcelona,08019,Barcelonès,Girona 20,41.391658613,2.175493797,POINT (2.175493797 41.391658613)
22043,Àrea de Recerca,,,,6,Departament de la Presidència,12728,PRE,,0,,,08010,Barcelona,08019,Barcelonès,Ausiàs Marc 35,41.39175209,2.175976765,POINT (2.175976765 41.39175209)
1316,Subdirecció General de Tresoreria,subdirector general de Tresoreria,,,19772,Departament d'Economia i Hisenda,1274,ECF,,3500,19/03/2024,19/06/1997,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,
22090,Responsable de l'Àrea de Corporacions Locals,Responsable de l'Àrea de Corporacions Locals,Sr.,Ramon Auset Marti,19772,Departament d'Economia i Hisenda,1274,ECF,,0,,,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
22088,Responsable d'Entitats de l'Àmbit Assegurador,Responsable d'Entitats de l'Àmbit Assegurador,Sr.,Emma Cano Velasco,19772,Departament d'Economia i Hisenda,1274,ECF,,0,,,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
6772,Caixa General de Dipòsits dels Serveis Territorials a Lleida,,,,19772,Departament d'Economia i Hisenda,1274,ECF,,3968,22/01/2016,19/06/1997,25003,Lleida,25120,Segrià,Lluís Companys 1,41.61196366,0.619353874,POINT (0.619353874 41.61196366)
6771,Caixa General de Dipòsits dels Serveis Territorials a Tarragona,,,,19772,Departament d'Economia i Hisenda,1274,ECF,,3984,22/01/2016,19/06/1997,43004,Tarragona,43148,Tarragonès,Vapor 4-6 2a. planta,41.112569941,1.245593736,POINT (1.245593736 41.112569941)
1283,Subdirecció General de Supervisió i Tutela Financera,subdirectora general de Supervisió i Tutela Financera,Sra.,Divina Alsinet i Bernadó,19772,Departament d'Economia i Hisenda,1274,ECF,,2000,22/07/2021,19/06/1997,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
22102,Inspector/a Supervisor/a,Inspector/a Supervisor/a,Sr.,Jordi Serracant Carre,19772,Departament d'Economia i Hisenda,1274,ECF,,0,,,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
13366,Subdirecció General d'Entitats Asseguradores i Mediadors,subdirector general d'Entitats Asseguradores i Mediadors,Sr.,Francesc Xavier Erbàs i Gúdel,19772,Departament d'Economia i Hisenda,1274,ECF,,2500,22/07/2021,05/12/2002,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
13371,Subdirecció General de Deute Públic i Operacions Financeres,subdirectora general de Deute Públic i Operacions Financeres,Sra.,Alba Currià Reynal,19772,Departament d'Economia i Hisenda,1274,ECF,,3000,22/07/2021,12/12/2002,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
6773,Caixa General de Dipòsits dels Serveis Territorials a Girona,,,,19772,Departament d'Economia i Hisenda,1274,ECF,,3937,22/01/2016,19/06/1997,17002,Girona,17079,Gironès,Barcelona 54,41.97714663,2.817129801,POINT (2.817129801 41.97714663)
1289,Inspecció Financera,Cap d'Inspecció Financera,Sra.,Margarita Torrent Canaleta,19772,Departament d'Economia i Hisenda,1274,ECF,,3250,22/10/2020,19/06/1997,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
1541,Junta de Prevenció i Gestió de Riscos de l'Administració de la Generalitat de Catalunya,,,,19772,Departament d'Economia i Hisenda,1274,ECF,,304000,30/12/2016,19/06/1997,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
6416,"Delegació de la Caixa General de Dipòsits Dipòsits al Departament d'Acció Climàtica, Alimentació i Agenda Rural",,,,19772,Departament d'Economia i Hisenda,1274,ECF,,3992,12/07/2021,19/06/1997,08007,Barcelona,08019,Barcelonès,Corts Catalanes 612-614,41.387612,2.166215,POINT (2.166215 41.387612)
22089,Inspector/a Supervisor/a,Inspector/a Supervisor/a,Sra.,Silvia Camarasa Salgado,19772,Departament d'Economia i Hisenda,1274,ECF,,0,,,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
13365,Subdirecció General de Riscos i Assegurances,Subdirectora general  de Riscos i Assegurances,Sra.,Cristina Turmo Rodríguez,19772,Departament d'Economia i Hisenda,1274,ECF,,3625,22/07/2021,05/12/2002,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
6769,Caixa General de Dipòsits,,,,19772,Departament d'Economia i Hisenda,1274,ECF,,3750,22/01/2016,19/06/1997,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
14475,Consell Consultiu de l'Assegurança Privada,,,,19772,Departament d'Economia i Hisenda,1274,ECF,,104000,22/01/2016,02/06/2005,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
22104,Inspector/a,Inspector/a,Sr.,Ramon Cortacans Calvera,19772,Departament d'Economia i Hisenda,1274,ECF,,0,,,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
22087,Responsable d'Entitats de Crèdit i Altres Entitats Financeres Privades no Asseguradores,Responsable d'Entitats de Crèdit i Altres Entitats Financeres Privades no Asseguradores,Sra.,Elisenda Casamort Comas,19772,Departament d'Economia i Hisenda,1274,ECF,,0,,,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
22103,Inspector/a Supervisor/a,Inspector/a Supervisor/a,Sra.,Ester Carulla Argiles,19772,Departament d'Economia i Hisenda,1274,ECF,,0,,,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
22101,Inspector/a Supervisor/a,Inspector/a Supervisor/a,Sr.,Alejandro Costa Anadon,19772,Departament d'Economia i Hisenda,1274,ECF,,0,,,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
632,Subdirecció General de Serveis Consultius i Coordinació Jurídica,Subdirectora general de Serveis Consultius i Coordinació Jurídica,Sra.,Yolanda Aguiló Manjón,6,Departament de la Presidència,12768,PRE,,5500,11/03/2024,19/06/1997,08002,Barcelona,08019,Barcelonès,Jaume I 2-4,41.382911903,2.177512287,
15789,Servei de Gestió de l'Àrea de Desenvolupament empresarial (ICEC),cap de finançament del Servei de Gestió de l'Àrea de Desenvolupament empresarial,Sr.,Àlex Pi Hernández,2221,Departament de Cultura,12784,CLT,,200000,11/05/2015,14/08/2008,08002,Barcelona,08019,Barcelonès,Banca 1-3,41.377166505,2.176894954,POINT (2.176894954 41.377166505)
18675,Cooperació institucional (ICEC),,,,2221,Departament de Cultura,12784,CLT,,300000,11/05/2015,11/05/2015,08002,Barcelona,08019,Barcelonès,Banca 1-3,41.377166505,2.176894954,POINT (2.176894954 41.377166505)
15519,Servei de Desenvolupament Empresarial (ICEC),,,,2221,Departament de Cultura,12784,CLT,,250000,11/05/2015,08/11/2006,08002,Barcelona,08019,Barcelonès,Banca 1-3,41.377166505,2.176894954,POINT (2.176894954 41.377166505)
13887,Assessoria Jurídica (ICEC),cap de l'Assessoria Jurídica,Sra.,Beatriz Benguría Calera,2221,Departament de Cultura,12785,CLT,,1500,29/04/2016,18/02/2004,08002,Barcelona,08019,Barcelonès,Banca 1-3,41.377166505,2.176894954,POINT (2.176894954 41.377166505)
14383,Recursos Humans (ICEC),cap de Recursos Humans,Sra.,Glòria Aragonès Pellejà,2221,Departament de Cultura,12785,CLT,,2906,29/04/2016,11/03/2005,08002,Barcelona,08019,Barcelonès,Banca 1-3,41.377166505,2.176894954,POINT (2.176894954 41.377166505)
19854,Ajuts (ICEC),,,,2221,Departament de Cultura,12785,CLT,,2976,29/04/2016,22/03/2016,08002,Barcelona,08019,Barcelonès,Banca 1-3,41.377166505,2.176894954,POINT (2.176894954 41.377166505)
16542,Comunicació i Màrqueting (ICEC),,,,2221,Departament de Cultura,12785,CLT,,2625,29/04/2016,10/06/2011,08002,Barcelona,08019,Barcelonès,Banca 1-3,41.377166505,2.176894954,POINT (2.176894954 41.377166505)
18301,Serveis Generals (ICEC),cap dels Serveis Generals (ICEC),Sr.,Francesc Xavier Ripoll Martínez,2221,Departament de Cultura,12785,CLT,,2953,29/04/2016,10/06/2011,08002,Barcelona,08019,Barcelonès,Banca 1-3,41.377166505,2.176894954,POINT (2.176894954 41.377166505)
14382,Gestió Econòmica (ICEC),cap de Gestió Econòmica,Sra.,Mayte Comes Benac,2221,Departament de Cultura,12785,CLT,,2812,29/04/2016,11/03/2005,08002,Barcelona,08019,Barcelonès,Banca 1-3,41.377166505,2.176894954,POINT (2.176894954 41.377166505)
16541,Avaluació i Sistemes d'Informació (ICEC),,,,2221,Departament de Cultura,12785,CLT,,2250,29/04/2016,03/03/2011,08002,Barcelona,08019,Barcelonès,Banca 1-3,41.377166505,2.176894954,POINT (2.176894954 41.377166505)
12292,Seu Concertada de la Filmoteca a Vic,,,,2221,Departament de Cultura,12786,CLT,,8000,11/03/2005,23/08/2001,08500,Vic,08298,Osona,Sant Fidel 11,41.930891296,2.25654523,POINT (2.25654523 41.930891296)
12287,Seu Concertada de la Filmoteca a Lleida,,,,2221,Departament de Cultura,12786,CLT,,3000,11/03/2005,23/08/2001,25002,Lleida,25120,Segrià,Blondel 3,41.612733171,0.624410393,POINT (0.624410393 41.612733171)
12286,Seu Concertada de la Filmoteca a Girona,,,,2221,Departament de Cultura,12786,CLT,,2000,11/03/2005,23/08/2001,17004,Girona,17079,Gironès,Portal Nou 7,41.982145987,2.825745714,POINT (2.825745714 41.982145987)
12288,Seu Concertada de la Filmoteca a Manresa,,,,2221,Departament de Cultura,12786,CLT,,4000,11/03/2005,23/08/2001,08241,Manresa,08113,Bages,Mestre Blanch 4,41.724800927,1.823264134,POINT (1.823264134 41.724800927)
12289,Seu Concertada de la Filmoteca a Olot,,,,2221,Departament de Cultura,12786,CLT,,5000,11/03/2005,23/08/2001,17800,Olot,17114,Garrotxa,Blay 5,42.182654303,2.487329699,POINT (2.487329699 42.182654303)
9919,Sala de Projeccions de la Filmoteca a Barcelona,cap de sala i taquilla,Sr.,Jordi Ventura Roig,2221,Departament de Cultura,12786,CLT,,1000,10/02/2010,29/07/1998,08001,Barcelona,08019,Barcelonès,Salvador Seguí 1-9,41.378523094,2.17115587,POINT (2.17115587 41.378523094)
12290,Seu Concertada de la Filmoteca a Tarragona,,,,2221,Departament de Cultura,12786,CLT,,6000,11/03/2005,23/08/2001,43003,Tarragona,43148,Tarragonès,Pallol 1,41.118293445,1.255029874,POINT (1.255029874 41.118293445)
12291,Seu Concertada de la Filmoteca a Terrassa,,,,2221,Departament de Cultura,12786,CLT,,7000,11/03/2005,23/08/2001,08221,Terrassa,08279,Vallès Occidental,Sant Pere 9,41.563185696,2.011016854,POINT (2.011016854 41.563185696)
21564,Unitat de Recursos Humans d'Atenció Primària Camp de Tarragona,,,,2803,Departament de Salut,12787,SLT,,0,,,43005,Tarragona,43148,Tarragonès,Doctor Mallafré Guasch 4,41.124333096,1.238458432,POINT (1.238458432 41.124333096)
7463,Unitat de Malalties de Transmissió Sexual de Tarragona,responsable de la Unitat de Malalties de Transmissió Sexual de Tarragona,Sr.,Josep Boronat Hidaldo,2803,Departament de Salut,12787,SLT,,808500,28/02/2012,19/06/1997,43005,Tarragona,43148,Tarragonès,Doctor Mallafré Guasch 4 (CAP Tarragonès),41.124333096,1.238458432,POINT (1.238458432 41.124333096)
7055,Servei d'Atenció Primària (SAP) Vallès Oriental,directora del Servei d'Atenció Primària (SAP) Vallès Oriental,Sra.,Norma Henríquez Távara,2803,Departament de Salut,12788,SLT,,151000,04/11/2020,19/06/1997,08401,Granollers,08096,Vallès Oriental,Museu 19,41.607282549,2.285826642,POINT (2.285826642 41.607282549)
21522,Unitat de Recursos Humans d'Atenció Primària Vallès Oriental i Occidental,,,,2803,Departament de Salut,12788,SLT,,0,04/03/2021,04/03/2021,08915,Badalona,08015,Barcelonès,Sardana s/n (cantonada John Lennon),41.461173661,2.240857538,POINT (2.240857538 41.461173661)
7059,Servei d'Atenció Primària (SAP) Vallès Occidental,vacant,,,2803,Departament de Salut,12788,SLT,,126000,27/01/2023,19/06/1997,08202,Sabadell,08187,Vallès Occidental,Rambla 229,41.540150079,2.112270551,
19343,Secretaria General (Casa Àsia),,,,19769,Departament d'Acció Exterior i Unió Europea,12821,EXI,,100000,22/01/2016,09/07/2014,08018,Barcelona,08019,Barcelonès,Bolívia 56 planta 2,41.40253852,2.190760808,POINT (2.190760808 41.40253852)
19343,Secretaria General (Casa Àsia),,,,19769,Departament d'Acció Exterior i Unió Europea,12821,EXI,,100000,22/01/2016,09/07/2014,28013,Madrid,,Comunidad de Madrid,Mayor 69,40.415363,-3.711161,POINT (-3.711161 40.415363)
21423,Responsable de l'àrea de seccions de crèdit,Responsable de l'Àrea de Seccions de Crèdit,Sr.,Sergi Lopez Vallejo,19772,Departament d'Economia i Hisenda,1283,ECF,,0,07/03/2022,07/03/2022,08038,Barcelona,08019,Barcelonès,Foc 57,41.355947521,2.13872974,POINT (2.13872974 41.355947521)
22607,Comissió Interdepartamental de Mediació i Resolució Alternativa de Conflictes,"Titular del Departament Justícia, Drets i Memòria",Sra.,Gemma Ubasart i González,13757,"Departament de Justícia, Drets i Memòria",12844,JUS,,0,02/11/2023,25/01/2023,08038,Barcelona,08019,Barcelonès,"Foc 57 edifici B, 5a planta",41.355317521,2.13962974,
18245,Àrea Tècnica,cap de l'Àrea Tècnica,Sra.,Pilar Cid Horta,13757,"Departament de Justícia, Drets i Memòria",12844,JUS,,100250,02/11/2023,09/05/2011,08038,Barcelona,08019,Barcelonès,"Foc 57 edifici B, 5a planta",41.355317521,2.13962974,
17027,Serveis d'orientació mediadora (SOM),,,,13757,"Departament de Justícia, Drets i Memòria",12844,JUS,,200000,08/08/2018,25/02/2009,,,,,,,,
17056,Serveis d'informació mediadora (SIM),,,,13757,"Departament de Justícia, Drets i Memòria",12844,JUS,,300000,08/08/2018,04/03/2009,,,,,,,,
19583,Àrea de Llengua i Universitats (Institut Ramon Llull),director de l'Àrea de Llengua i Universitats,Sr.,Josep Anton Fernández i Montolí,2221,Departament de Cultura,12863,CLT,,407000,26/01/2024,06/07/2018,08008,Barcelona,08019,Barcelonès,Diagonal 373 (Palau Baró de Quadras),41.396744568,2.161322008,
20459,Delegació de l'Institut Ramon Llull a París,cap de la Delegació de París,Sr.,Raül David Martínez,2221,Departament de Cultura,12863,CLT,,4000,30/07/2019,06/07/2018,75017,París,,França,"50, rue Saint Ferdinand",48.877263,2.286101,POINT (2.286101 48.877263)
20456,Delegació de l'Institut Ramon Llull a Londres,cap de la Delegació de Londres,Sra.,Jennifer Velasco,2221,Departament de Cultura,12863,CLT,,7000,30/07/2019,06/07/2018,EC4Y 1AA,Londres,,Regne Unit,Fleet Street 17,51.513724,-0.1103656,POINT (-0.1103656 51.513724)
21182,Consell de Direcció de l'Institut Ramon Llull,,,,2221,Departament de Cultura,12863,CLT,,0,,,08008,Barcelona,08019,Barcelonès,Diagonal 373 (Palau Baró de Quadras),41.396744568,2.161322008,POINT (2.161322008 41.396744568)
20457,Delegació de l'Institut Ramon Llull a Berlín,responsable de la Delegació de Berlín,Sra.,Sílvia González,2221,Departament de Cultura,12863,CLT,,6000,30/07/2019,06/07/2018,D-10117,Berlín,,Alemanya,Friedrichstrasse 185,52.511422,13.389647,POINT (13.389647 52.511422)
21181,Junta Rectora de l'Institut Ramon Llull,,,,2221,Departament de Cultura,12863,CLT,,1000,30/07/2019,30/07/2019,,,,,,,,
19581,Àrea de Creació (Institut Ramon Llull),cap de l'Àrea de Creació,Sra.,Maria Lladó,2221,Departament de Cultura,12863,CLT,,207000,18/02/2022,14/09/2016,08008,Barcelona,08019,Barcelonès,Diagonal 373 (Palau Baró de Quadras),41.396744568,2.161322008,POINT (2.161322008 41.396744568)
19580,Gerència (Institut Ramon Llull),gerent de l'Institut Ramon Llull,Sra.,Antònia Andúgar Andreu,2221,Departament de Cultura,12863,CLT,,107000,30/07/2019,06/07/2018,08008,Barcelona,08019,Barcelonès,Diagonal 373 (Palau Baró de Quadras),41.396744568,2.161322008,POINT (2.161322008 41.396744568)
19582,Àrea de Literatura i Pensament (Institut Ramon Llull),cap de l'Àrea de Literatura i Pensament,Sr.,Joan de Sola,2221,Departament de Cultura,12863,CLT,,307000,18/02/2022,14/09/2016,08008,Barcelona,08019,Barcelonès,Diagonal 373 (Palau Baró de Quadras),41.396744568,2.161322008,POINT (2.161322008 41.396744568)
20458,Delegació de l'Institut Ramon Llull a Nova York,cap de la Delegació de Nova York,Sra.,Jadranka Vrsalovic Carevic,2221,Departament de Cultura,12863,CLT,,2000,30/07/2019,06/07/2018,10017,Nova York,,Estats Units d'Amèrica,655 Third Ave - Suite 1830,40.75037715742819,-73.97461874427779,
13448,Responsable de l'Especialitat d'Higiene Industrial,,,,13760,Departament d'Interior,12866,INT,,2000,11/01/2024,20/02/2003,08009,Barcelona,08019,Barcelonès,Diputació 355,41.395535143,2.173707383,
18795,Responsable de l'Especialitat de la Seguretat en el Treball,responsable de l'Especialitat de la Seguretat en el Treball,Sr.,Fernando Royo i Escobedo,13760,Departament d'Interior,12866,INT,,500000,26/07/2023,08/01/2015,08009,Barcelona,08019,Barcelonès,Diputació 355,41.395535143,2.173707383,
13449,Responsable de l'Àrea de Gestió i Administració,,,,13760,Departament d'Interior,12866,INT,,3000,19/01/2015,20/02/2003,08009,Barcelona,08019,Barcelonès,Diputació 355,41.395535143,2.173707383,POINT (2.173707383 41.395535143)
21258,Responsable de Coordinació d'Actuacions i Procediments de Tramitació Electrònica,responsable de Coordinació d'Actuacions i Procediments de Tramitació Electrònica,Sr.,Josep Pere Urraca i Tarragó,13760,Departament d'Interior,12868,INT,,0,25/07/2022,25/07/2022,08009,Barcelona,08019,Barcelonès,Diputació 355,41.395535143,2.173707383,POINT (2.173707383 41.395535143)
20379,Coordinador/a de Responsabilitat Civil i d'Executòries,coordinador de Responsabilitat Civil i d'Executòries,Sr.,Luís Conesa Astudillo,13760,Departament d'Interior,12870,INT,,200000,,,08009,Barcelona,08019,Barcelonès,Diputació 355,41.395535143,2.173707383,POINT (2.173707383 41.395535143)
20380,Coordinador/a d'Impuls de Conformitats i Judicis Ràpids,coordinadora d'Impuls de Conformitats i Judicis Ràpids,Sra.,Teresa Malla Fandos,13760,Departament d'Interior,12870,INT,,300000,,,08009,Barcelona,08019,Barcelonès,Diputació 355,41.395535143,2.173707383,POINT (2.173707383 41.395535143)
20378,Coordinador/a en matèria de Recursos Penals,,,,13760,Departament d'Interior,12870,INT,,100000,03/05/2019,03/05/2019,08009,Barcelona,08019,Barcelonès,Diputació 355,41.395535143,2.173707383,POINT (2.173707383 41.395535143)
6942,Biblioteca de Cinema,,,,2221,Departament de Cultura,12879,CLT,,1000,11/03/2005,19/06/1997,08001,Barcelona,08019,Barcelonès,Salvador Seguí 1-9,41.378523094,2.17115587,POINT (2.17115587 41.378523094)
15803,Servei de Laboratori Forense,Cap del  Servei de Laboratori Forense,Sra.,Geli Gallego Herruzo,13757,"Departament de Justícia, Drets i Memòria",12880,JUS,,1000000,10/10/2023,12/02/2007,08110,Montcada i Reixac,08125,Vallès Occidental,"Nacional, 150 Km 1,5 (Cementiri de Collserola)",41.470177402,2.156982778,
15802,Servei de Clínica Medicoforense,Cap del Servei de Clínica Medicoforense (e.f.),Sra.,Jordina Corrons Perramon,13757,"Departament de Justícia, Drets i Memòria",12880,JUS,,900000,11/10/2023,12/02/2007,08075,Barcelona,08019,Barcelonès,"Corts Catalanes 111 - Edifici G, 5a. planta (Ciutat de la Justícia)",41.363384,2.132589,
15811,Gerència de l'Institut de Medicina Legal i Ciències Forenses de Catalunya,gerent de l'Institut de Medicina Legal i Ciències Forenses de Catalunya,Sr.,Daniel Castaño García,13757,"Departament de Justícia, Drets i Memòria",12880,JUS,,1300000,21/11/2017,25/02/2016,08075,Barcelona,08019,Barcelonès,"Corts Catalanes 111 - Edifici G, 6a. planta (Ciutat de la Justícia)",41.363384,2.132589,POINT (2.132589 41.363384)
